164.621,97.0876,161.516,121.013,136.563,119.904,94.9904,107.487,54.4788,87.7533,187.416,126.163,202.971,79.4279,204.084,36.8797,119.959,194.698,70.0904,154.198,67.9919,154.223,145.887,212.367,135.481,293.397,129.292,360.886,160.466,92.9571,171.889,94.9774,152.102,97.1033,179.203,100.194,
202.683,14.6413,203.773,66.8215,166.829,64.6897,99.4252,43.9681,45.0704,28.7567,238.597,70.0682,280.961,105.946,258.147,145.097,175.551,170.125,99.4298,126.577,20.062,66.8085,213.637,194.011,197.262,283.214,185.343,372.33,194.017,11.3442,209.249,11.3239,182.081,17.8973,221.138,15.7345,
0,0,345.175,38.534,327.762,40.7584,282.12,94.0227,324.492,140.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.39,3.20077,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.366,175.547,345.15,278.832,334.3,387.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83.7015,40.8499,62.8995,93.3819,45.736,89.7516,13.9031,148.431,44.4681,199.801,82.4295,95.8633,143.556,99.5606,199.769,88.5319,64.0719,225.503,66.5501,324.517,61.6311,437.027,73.8398,221.838,70.1981,319.658,64.0621,427.259,78.7483,33.4703,0,0,54.3067,38.4119,0,0,
251.9,26.0154,218.321,68.8966,175.449,70.0665,115.134,89.7172,59.6204,97.7662,261.141,68.8398,327.178,61.8794,386.307,57.2696,190.494,180.061,112.862,170.749,22.4821,145.299,236.858,198.611,219.478,291.315,209.003,385.138,242.614,21.31,253.061,21.3513,214.826,23.7273,0,0,
143.687,23.9979,140.118,47.5184,117.32,43.2644,76.6919,43.9417,41.0962,41.7881,162.901,48.9678,203.531,46.8024,237.722,42.5042,123.747,113.045,107.353,164.339,0,0,150.771,118.033,137.27,182.134,128.004,236.254,139.38,19.6894,149.37,19.726,131.566,21.1654,155.78,24.6977,
145.447,27.6054,170.437,70.3251,138.136,68.2631,76.6105,58.8843,30.7307,45.3179,198.628,70.3693,262.206,66.191,311.234,55.7909,170.427,180.885,186.114,267.44,193.408,346.671,203.87,157.959,278.913,129.807,341.466,96.4166,145.455,21.3433,153.779,21.3137,0,0,173.605,26.5686,
70.7592,51.8347,70.8475,112.715,36.9673,112.611,47.7575,178.857,37.0218,135.694,109.948,114.06,135.73,169.435,122.124,218.092,30.2187,231.61,34.2989,257.306,0,0,81.6197,239.696,72.143,357.31,68.0562,464.08,59.9994,43.7658,80.2669,42.4267,47.8366,49.1531,92.3709,47.8299,
237.511,31.8227,215.496,77.1629,175.973,77.195,112.065,73.725,58.5571,65.5924,253.821,77.1535,284.077,125.966,256.139,178.271,171.296,164.37,117.863,144.582,0,0,209.712,189.884,199.228,292.2,188.767,386.352,228.31,23.7831,236.378,23.7754,208.463,31.8135,0,0,
174.706,22.8174,166.142,57.9888,140.372,52.8508,89.7548,35.6992,47.7107,17.7157,190.207,61.4374,245.105,40.8515,285.455,30.5114,126.671,121.518,58.8909,83.764,13.3657,39.1274,152.417,141.249,140.43,221.087,135.261,291.477,167.836,17.6435,178.16,17.6495,154.987,24.5292,182.463,23.6903,
99.3743,25.2111,118.477,53.8944,95.3581,53.9311,54.6968,54.6869,20.4198,49.9144,143.132,53.1157,183.006,53.1149,224.446,45.9258,117.662,137.581,128.803,206.924,137.56,267.513,145.55,124.055,194.189,104.909,256.341,70.6508,99.3264,21.2089,105.723,20.439,0,0,122.429,22.0222,
74.042,21.0909,92.4338,51.2399,88.759,49.7944,63.7631,86.5532,0,0,93.9088,53.4526,61.5438,86.556,27.7044,92.4569,82.1317,126.266,32.1116,132.881,2.3287,138.743,93.8959,130.687,97.5543,191.753,102.745,252.042,0,0,79.1842,15.948,0,0,92.4335,20.3213,
374.375,66.5764,417.577,168.317,364.207,173.424,229.384,165.765,92.0827,148.001,470.99,155.64,560.051,254.771,476.041,356.628,351.389,381.928,191.181,320.914,46.2653,231.844,404.851,422.695,407.399,659.126,417.699,888.05,0,0,394.533,51.2871,0,0,435.405,69.1161,
355.568,73.6741,407.193,155.432,357.688,146.819,232.792,144.691,114.554,131.809,456.57,161.917,510.453,267.276,411.451,331.754,338.337,351.149,211.318,267.326,54.3051,209.158,372.765,370.58,370.505,553.436,381.29,727.718,364.083,60.8325,370.665,60.7323,0,0,417.91,75.7566,
105.123,46.4855,105.115,113.096,57.5709,113.052,19.5121,181.221,30.6769,220.961,146.445,114.684,146.433,209.743,144.765,140.015,79.7952,263.698,95.5963,396.911,109.908,536.442,140.016,258.931,0,0,0,0,94.0328,43.2223,113.11,41.7211,81.4039,56.066,130.491,56.0227,
447.845,87.8384,401.007,175.143,332.827,175.163,232.742,232.737,132.606,281.769,469.192,177.294,586.323,181.581,699.167,164.587,360.459,366.968,198.617,396.743,36.6724,383.964,449.893,381.803,441.435,541.563,437.223,699.165,428.685,74.9853,449.949,72.9467,383.856,79.3996,0,0,
166.427,27.9875,149.397,60.3576,120.273,55.4981,76.5754,54.7431,36.1229,49.0468,176.909,62.023,197.104,100.04,184.22,133.187,124.302,131.612,67.6499,107.359,15.0771,77.3724,155.874,139.718,150.196,217.368,144.521,278.897,159.92,22.3058,170.439,22.3382,143.75,25.5997,0,0,
