image,label,label_id,text
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_13.jpg,others,0,本濠房产赛簟兵热线电话廖先生菰濠房屋租售售租
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_20.jpg,others,0,银行很愆纤上理财轻妾全上上幺
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_5.jpg,others,0,链家万超元
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_31.jpg,others,0,盛美置皿广一父盥一怄厂刀工
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_61.jpg,others,0,佳乐房产佳乐房产为您服售
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_30.jpg,others,0,荣创天居房地产有限公司荣创天居
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_6.jpg,others,0,云房产房屋出租出售房屋托管二手房过户试声业
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_66.jpg,others,0,富房新经纪品牌茂小空讷开放今己汾
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_74.jpg,others,0,链家省心安家托付链家手房出殂房价实务链家灸心保厣金客眨仓摊家
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_86.jpg,others,0,萦苎公寓订房热线荣生单间标间飚租无线大力空巧大孱蒗晶电视寸卫生月真皮大软屎撙水洗洛
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_90.jpg,others,0,嵌氽房经丝晨辉东路店电话兀租
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_107.jpg,others,0,中信银行自助银行服务阱信银行中信银行款二体机蛰体机中倍怅行狠疔中信银行
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_62.jpg,others,0,链家石杯阐加锥下醒
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_51.jpg,others,0,欣荣房产租房售房佣佣房
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_63.jpg,others,0,链家
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_67.jpg,others,0,中环地房奥阶瓯窑罟匆胄
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_32.jpg,others,0,步业锶愆习动存取款机节
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_54.jpg,others,0,茜房爷弧附年老店诚傧专业高敕茜茜房庭声指挥荏梨芄街售善墙藤茜茜孱哥水饺财富中心售戍扩凇尉财富中心佳
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_22.jpg,others,0,四川青乖川旅集团兆顺西巷网点许可证号笥图肴崧行社外出卉电语侯臼叫
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_14.jpg,others,0,横蜚印务展架昭幅嗵年酉店实景拍思语全新装修超值仲验元起请上五楼
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_55.jpg,others,0,西姆蓍居涸店随属门市帕蜻艇总寇瘙筒聘膏鼍山
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_52.jpg,others,0,妈关去哪儿旅行聪明你的旅行夫哪
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_97.jpg,others,0,通成都航空路公司申通帙遭怂爽下誉窳坐全国服务热线
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_17.jpg,others,0,卫南郯地严王王石心干攻光天氐王干刖光人川忸南都黛夏毒鲭窳高薪诚聘亿干刚光停天刖光加忖人庳弛干忙干什干辰晁否八肛让山雨
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_49.jpg,others,0,旅游母国连锁翡翠城营业部囚百电育么呃机票旅游喜业呵间围广受痉情影响墙外罘新游暂仡泰国天然历央晨瓜竹原装锄耔暴矽品殄抑霸蔓诃募万林志素质富潘泰国晨畅锵逑唇只品鹃星家原竹超乳收好处透气呸防螨柔商萍崆贻欢迎进店体验
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_71.jpg,others,0,喜亚时闫世纪不动产三乏三三巫爷三亨美岂
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_89.jpg,others,0,链家上链家网选房省链家网省心戾社俪项链京安心屎障金
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_93.jpg,others,0,广发银行社区银行熊及钡爷个人大额荐鬏薤魉廷氖仰焖
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_34.jpg,others,0,链家贝周年感恩路棚伴加毡家最翡器上唐僖扎链仓链冢贝壳新经纪晶牌
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_25.jpg,others,0,链家呈星山四京区肯算鬟悲军盹一殂迸冢凤
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_102.jpg,others,0,成靓银行
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_2.jpg,others,0,诺金地产主房屋托管手房买萸租偾瓣房目
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_50.jpg,others,0,雅虏屋琉璃店和你起成辰号源刊起咸辰豳我们在此生祖和起成辰龆我州在此生裉我们在此生和协起戌乓和忻起咸晏璃雅
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_75.jpg,others,0,锦官阁租售弁藕汞二环亓窳觚财富醯蹇双地饫在氚似财富冒买匮享晨居助推财蠹翮凿
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_56.jpg,others,0,贝亚地产租房售房万也巅觚房
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_12.jpg,others,0,正誉地产人尘高度
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_28.jpg,others,0,久虏率赢免费登记凸利孱苤企寓商铺豉土
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_83.jpg,others,0,刃冢酉店
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_108.jpg,others,0,歹嵛锶愆买理财到兴些蚯叫元起煦啦苴郧鼠咽业绶比较基准朋展天全圜特魁荏套柽介忽诌斯客灞足篙辟赀老明耍下积分兑大米
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_33.jpg,others,0,申万宠塬证券
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_38.jpg,others,0,花园谲店
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_23.jpg,others,0,圆缇行高速不排队高速不排队髓碘银行免费送免费送谷巴籁堕
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_82.jpg,others,0,吉丽房产丽房产
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_0.jpg,others,0,源雇州间迮苫访戴口辔贬菁租租租源房一血售租祖租竭诚为您服务
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_35.jpg,others,0,商业地产
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_3.jpg,others,0,富丽房产租售电话圯址玉袜东街店丽房产
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_27.jpg,others,0,蠢氽福源房疋
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_92.jpg,others,0,冒
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_19.jpg,others,0,锐扬不产专业从事房产租售权证代办抵押贷款现金收购小时咨询热线呲铺急售什附旺铺出售工理抵开发商亘售锐扬不动广不动产锐扬不动广锐扬不动锐扬不动产锐枥不动广售谥店杏
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_42.jpg,others,0,中环地产叫
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_81.jpg,others,0,链家经纪
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_11.jpg,others,0,链家万元
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_53.jpg,others,0,周姐房产免费登记出出租售
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_70.jpg,others,0,欣旺家源房地产经纪有限公司囊登记旧房售房
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_26.jpg,others,0,链家尕招源躁链紧网鼍付万起腴江搅翮翩歃趑萏付万
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_45.jpg,others,0,乏孱平开锁换锁芯电话衢
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_110.jpg,others,0,中囤农业银行圊罔舌阋匹函
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_4.jpg,others,0,亿源房产售售害售三天售售售售售售售售旧
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_104.jpg,others,0,川虫青旅三摊纛匡赳莛骝凹省申昴青弁行社蜻旋总副定瘘待中心中旋总部脂定疫街情总部寇度待中心中旋总部定度侍帆
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_1.jpg,others,0,爱家房产买商铺免佣金本店招升下旦话鬣亲进店涝带上口翠免费咨询为您服务恧专业臾用心更沓钊易居房友爱家房产跚跚
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_69.jpg,others,0,旅游百事通呈国连锁火车南站东路营业部四川百凹筇行杜有限公司旅游百事通今
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_96.jpg,others,0,华筑地产辰金象店华筑华筑地产
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_10.jpg,others,0,凹川国旅噩旅集团梦许可证号陕西街号服务网点小时热线骂羿颐
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_41.jpg,others,0,四川省中国青年旅行社许可证号止沙河铺店囚爪眢市国膏年旅行社豸少传懒黧簋豫黠面曷泸沾泗岙尧窠专庀哓苴沟壬胱鞭愆么琵浔若界盏荦汹鼎秭惩巩稠暑先巨夷
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_7.jpg,others,0,鼍震焉少
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_16.jpg,others,0,福房产恸舻媚鸠福房圜巅厉亨业土特伍机
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_47.jpg,others,0,链家价时全窕窖及查房价免魏便民鼠务真房源贝新圮还不快来三手房就房断外脬产
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_91.jpg,others,0,邮煦咽罾膏呐亚凸川衬一召豕豕尔无曛腓瓯码上闲乐园翻市子
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_73.jpg,others,0,招商银行猫嗣彘射军堕
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_101.jpg,others,0,中国建行廿
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_15.jpg,others,0,天庸房屋垡妊愆唐成都楼壬出入诂入讳夹寓传奇平蕺翠都房价假物业年筱嵯乱声酉店壬枣商炙区
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_85.jpg,others,0,天连锁酒店恕
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_18.jpg,others,0,天顺缘房产出租出售电话免费登出租售租扫断卢毖勺茏些龙什小售租租什初豸考售租英理钗襞
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_100.jpg,others,0,班蠹醺夏江临滔店恚
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_103.jpg,others,0,德佑牡德佑贝找房
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_44.jpg,others,0,平安钔亍中国平安
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_21.jpg,others,0,咙居锦华店蠹景月止瓯膏理生美倨审李台孕豳崛二厥客湛启涛秀必
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_60.jpg,others,0,宝中旅游翡翠城华润路服务网点芎业时间九阅苎哥午栅闷中久局南竹海苌牛岛看岛蝥锄岬三叹二四姥氓汴汴扌毯止署月每周大牢庐凹婕山桕溽抚堂乌苎孟屯河奁瓦皂康安河天且三眉商弗抿花海篱盟蠢太丽
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_84.jpg,others,0,德佑贝壳周年路相伴罔德佑忽袁懿盥忽悫趱
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_65.jpg,others,0,兴业趄往愉安愉犟足昱壹号兰少趄忿蟹规划安愉享人生荞老早规划安愉享人锬封闭式净值型产品镪固定收益类封闭式净值型产藿鼎上五欢宪井次层片三廪上五年内
/data/AutoML_compete/Store-type-recognition/split/train/others/╞ф╦№_72.jpg,others,0,链家店俪项灿件自琨烹恺口症贝厮呙庳妄荟
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_344.jpg,food,1,邵叔叔南洋鹨饭酐鄢亿忆部叔膏二量芈饭袢奖饭
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_172.jpg,food,1,庀夜窗早竭贝锅风味豆筋小菜氐士鸡豁统卤鸭小郎酒小郎酒禽角曰壬辣兔头特色豆瓣鱼元罔烧菜黧生烧什锦元土排骨元笋子烧鸡元粑粑莱元箭拌莱蒸菜折耳根白肉元羊蚂子火锅咸烧白元卤菜风味拌心舌元粉蒸肉元汤带丝老鸭汤元
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_452.jpg,food,1,福宥大彘雠
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_698.jpg,food,1,知饭嶷鞫笨迎每天葛惠爱力摧荐北火市仁干
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_722.jpg,food,1,三番冻品拙发累仄比夤汩食屏水张田螺于冰桶袋鲆赤霹引死肚干廪肚牛百叶乎鼬牛舌中色产品牛牛尚牛肃蚍遘蚍鱼礻月尤二本尼鲆宅肚垄乳鱼桷牦儿鱼甭购爵帝圈鸭脬南禺坌用水火醒靥聃座雨虾箧篝干纵臼讦旨旺罹霄睚午霞鱿鱼罾鱼花牛惫干耻醒花盥州
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_588.jpg,food,1,岑铴鱼工雨拉
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_102.jpg,food,1,虹霖面蠡辎
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_544.jpg,food,1,涵肉皈其粱冒莱冒菜屙骊髌翕登适瓷麻吞
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_305.jpg,food,1,汤钔云南矢麻鸦干小龙虾廨秆辣天麻鸡近图压癍鸡全萏营业中空调开放热拉
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_748.jpg,food,1,享耒匡
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_668.jpg,food,1,爷鲨囱电谲
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_234.jpg,food,1,正新鸡排雨棚直销器夏抒赤栋附推荐商户正排
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_248.jpg,food,1,开心鲜果园喜居炮干
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_576.jpg,food,1,哀拜贬敝己和平苎兴必
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_69.jpg,food,1,大靛央锡航劭欢迎
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_551.jpg,food,1,岂理醒豆味马拉手工挺枣竹酸鱼死元招飕生囟元个瓯冶粥亓而拉甚缸蜒馒竺元旦张噩正秘翻醯囱元个二垂面馑坌个乖囟旦丛躯俩乙酝吭丛魉油花个元甜垂棘掰笙鱼元正竹手工垤元元竹两狗元鲜豇豆旦毕你美食田蔓立福关味苕荞怔
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_620.jpg,food,1,圭鸭面花溪牛囱类粒
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_443.jpg,food,1,品味鲜油炸串串麻辣烫串麻辣飨恭自儿呵的回忆种特色小吃曲餍度
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_485.jpg,food,1,好吃园百果血新忝占场折百果心享会员拓好咤仄气果品进口金龙果中莒券诱人汁多清甜
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_235.jpg,food,1,嘱肩老砂锅食鹰挲永特爸介晗蒸菜谅亲砂锅面砂锅饭快餐饭和岚砂锅米线包鲦钣
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_253.jpg,food,1,冰纯糍粑冰粉纯手工制作冰二纯
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_342.jpg,food,1,俸捧鸹豸与年秘制配方窳夺立代传尿器爱心企业岔员甲山出入讳蕺口覃捧骢噜豸
/data/AutoML_compete/Store-type-recognition/split/train/food/▓═╥√_438.jpg,food,1,垡窳藕讧邈鱼类呆鹬簋谷兄蛰忭
